"SPECIES_SCIENTIFIC","SPECIES_COMMON","DATE OF COLLECTION (DD/MO/YYYY)","TAG .","TL(CM)","PCL (CM)","SEX (M/F)","LOCATION_SPECIFIC","GENERAL GEOGRAPHIC LOCATION","LATITUDE","LONGITUDE","DATATYPE","DAY","MONTH","YEAR"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5846",145,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","D136024",54.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5886",153,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5885",193,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5888",221,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","19 JANUARY 2013","A2920",NA,137,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","19","01","2013"
"PORODERMA AFRICANUM","Pyjama catshark","19 JANUARY 2014","finclip only",73.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","19","01","2014"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5834",46.5,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","07 FEBRUARY 2013","A5841",209,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5832",54,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"SPHYRNA ZYGAENA","Smooth hammerhead shark","07 FEBRUARY 2013","A 3244",113,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A3239",49,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5825",50.5,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 FEBRUARY 2013","A5837 (?)",85,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"MYLIOBATIS AQUILA","Eagle ray","19 JANUARY 2013","A366_",80,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","19","01","2013"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5884",148.5,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5893",193,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5896",168,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5898",128,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"AETOMYLAEUS BOVINUS","Duckbill ray","08 FEBRUARY 2013","A3243",99,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","08","02","2013"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 FEBRUARY 2013","A5830",86.5,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","08","02","2013"
"CARCHARHINUS OBSCURUS","Dusky shark","07 FEBRUARY 2013","A5823",99,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARHINUS OBSCURUS","Dusky shark","07 FEBRUARY 2013","A5820",124,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5827",56,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A58__",92,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5831",67,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"MUSTELUS MUSTELUS","Smooth houndshark","07 FEBRUARY 2013","A5822",139,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","06 FEBRUARY 2013","A5906",232,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","06","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","06 FEBRUARY 2013","A5920",262,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","06","02","2013"
"MUSTELUS MUSTELUS","Smooth houndshark","06 FEBRUARY 2013","A5913",150,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","06","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5833",44.5,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
