"SAMPLECODE","Class","Family","Genus","Species","SPECIES_SCIENTIFIC","MaxN","Project name","Institute","Responsible person","Fieldtrip","Date","Location","Management","LATITUDE","LONGITUDE","count","duplicated","DATATYPE","OWNER","DAY","MONTH","YEAR"
"17-06_ISI-MANZ_011","Elasmobranchii","Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinus amblyrhynchos",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Rabbit Rock","IWP_Maputaland Sanctuary Zone",-27.03705,32.8666666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"16-11_ISI_041","Elasmobranchii","Rhinidae","Rhynchobatus","djiddensis","Rhynchobatus djiddensis",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-08,"10 Mile","IWP_St Lucia Restricted Zone",-27.3938166666667,32.7352,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","11","2016"
"17-06_ISI-MANZ_013","Elasmobranchii","Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinus amblyrhynchos",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Rabbit Rock","IWP_Maputaland Sanctuary Zone",-27.0415833333333,32.8737833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"19-06_TNP_023","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","19-06_TNP",2019-06-01,"Rheeders reef","TNP MPA",-34.03292,23.9575,NA,NA,"BRUVS","NRF-SAIAB MARIP","01","06","2019"
"20-02_TNP_003","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-15,"Rheeders reef","TNP MPA",-34.02573,23.91146,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","02","2020"
"20-02_TNP_018","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-19,"Middle bank","TNP MPA",-34.03747,23.9358,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","02","2020"
"21-03_SCF-WC_058","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-13,"Gouritz","Exploited",-34.34813,21.90891,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","03","2021"
"16-03_AMA_122","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-09,"Gonubie MPA","Amathole MPA_Gonubie",-33.00378875,27.99177091,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","04","2016"
"OSGOOD_A21","Elasmobranchii","Scyliorhinidae","Haploblepharus","pictus","Haploblepharus pictus",2,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2016-7",2016-07-29,"Overberg","Not recorded",-34.4272,19.1182,NA,NA,"BRUVS","SASC/Cape Nature","29","07","2016"
"21-03_SCF-WC_066","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-16,"Robburg","Robburg MPA",-34.11092,23.41543,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2021"
"16-03_AMA_142","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-15,"Kei MPA","Amathole MPA_Kei",-32.7114371024072,28.3808335382491,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","04","2016"
"OSGOOD_A5","Elasmobranchii","Scyliorhinidae","Haploblepharus","pictus","Haploblepharus pictus",1,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2016-10",2016-10-26,"Overberg","Not recorded",-34.40832,19.10923,NA,NA,"BRUVS","SASC/Cape Nature","26","10","2016"
"21-03_SCF-WC_071","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-16,"Robburg","Robburg MPA",-34.10713,23.41782,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2021"
"16-03_AMA_144","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-15,"Kei MPA","Amathole MPA_Kei",-32.7534264139831,28.3417110051959,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","04","2016"
"16-03_AMA_151","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-16,"Kei MPA","Amathole MPA_Kei",-32.6977212075144,28.3934669941663,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","04","2016"
"21-03_SCF-WC_078","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.10754,23.3827,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"14-03_AB_13","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",3,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-33.98908,25.86649,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"21-03_SCF-WC_082","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.11046,23.3857,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"16-03_AMA_47","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9781602416187,27.9895979817956,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"21-03_SCF-WC_092","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",3,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.11192,23.40315,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"16-03_AMA_50","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9810556024312,27.9859788436442,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"14-03_AB_24","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-33.98942,25.87263,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"14-03_AB_31","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-24,"Riy Banks","Exploited",-33.98719,25.88349,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","03","2014"
"21-03_SCF-WC_093","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",4,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.11316,23.40718,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"21-03_SCF-WC_096","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.10285,23.28854,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"21-03_SCF-WC_097","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.10349,23.29957,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"21-03_SCF-WC_102","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.1049,23.31073,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"16-03_AMA_51","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9797397274523,27.9901951085776,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"16-03_AMA_125","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-09,"Gonubie MPA","Amathole MPA_Gonubie",-33.00837683,27.98549244,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","04","2016"
"14-10_ELLEN_58","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.7083,20.73205,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"21-03_SCF-WC_111","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.1035,23.32964,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"21-03_SCF-WC_112","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.10376,23.33535,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"16-04_AB_40","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-25,"Cape Recife","Exploited",-34.03885,25.72249,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","05","2016"
"OSGOOD_C4","Elasmobranchii","Rajidae","Raja","straeleni","Raja straeleni",1,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2017-4",2017-04-21,"Overberg","Not recorded",-34.46905,19.25068,NA,NA,"BRUVS","SASC/Cape Nature","21","04","2017"
"16-04_AB_42","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-25,"Cape Recife","Exploited",-34.07092,25.71989,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","05","2016"
"21-03_SCF-WC_126","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.01238,23.44561,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"21-03_SCF-WC_133","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.03693,23.42475,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"17-04_NSC-N_006","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-05,"Bluff","Exploited",-29.92247,31.03286,NA,NA,"BRUVS","NRF-SAIAB MARIP","05","04","2017"
"21-03_SCF-WC_142","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-20,"Robburg","Robburg MPA",-34.09322,23.38261,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2021"
"17-04_NSC-N_033","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-11-04,"Aliwal Shoal","Aliwal Shaol MPA_controlled zone",-30.33846,30.79168,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2017"
"21-05_WILD_045","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-15,"Mapande","Exploited",-31.80187,29.36042,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","05","2021"
"15-10_AB_56","Elasmobranchii","Squalidae","Squalus","sp.","Squalus sp.",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-10_AB",2015-10-19,"Cape Recife","Exploited",-34.06485,25.7088166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","10","2015"
"21-05_WILD_071","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.95227,29.32373,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"21-05_WILD_075","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.95682,29.31084,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"21-05_WILD_078","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-23,"Hluleka","Hluleka MPA",-31.89884,29.37186,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","05","2021"
"16-03_AMA_52","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9794350452721,27.9836298990994,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"CAPE NATURE_STILBAAI_A1_N5","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Stilbaai","Cape Nature","Alexis Olds","Stilbaai",2013-11-14,"Stilbaai","Not recorded",-34.381614,21.46838,NA,NA,"BRUVS","Cape Nature","14","11","2013"
"15-02_GK_01","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0825833333333,22.93775,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"16-03_AMA_54","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9812866076827,27.9882949311286,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"17-06_ISI-MANZ_015","Elasmobranchii","Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinus amblyrhynchos",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Rabbit Rock","IWP_Maputaland Sanctuary Zone",-27.0446166666667,32.8630666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"15-02_GK_02","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",4,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0785333333333,22.9395833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"16-03_AMA_58","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9230752959847,28.0792415980249,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"16-03_AMA_154","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-16,"Kei MPA","Amathole MPA_Kei",-32.7101229038089,28.390936832875,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","04","2016"
"15-02_GK_04","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0878833333333,22.9457833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"15-02_GK_05","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",5,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0825333333333,22.9485166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"16-03_AMA_165","Elasmobranchii","Gymnuridae","Gymnura","natalensis","Gymnura natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-17,"Kei adjacent","Exploited",-32.6821599528193,28.4594506770372,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","04","2016"
"16-03_AMA_66","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9205655865371,28.0846847221255,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"15-02_GK_13","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0904333333333,22.98185,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"OSGOOD_BB63","Elasmobranchii","Scyliorhinidae","Haploblepharus","pictus","Haploblepharus pictus",1,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2018-7",2018-07-10,"Overberg","Not recorded",-34.37254,18.9286,NA,NA,"BRUVS","SASC/Cape Nature","10","07","2018"
"17-04_NSC-N_039","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-11-04,"Aliwal Shoal","Aliwal Shaol MPA_controlled zone",-30.28973,30.78849,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2017"
"16-03_AMA_74","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-18,"Christmas Rock adjacent","Exploited",-33.10481951572,27.7927908115088,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2016"
"15-02_GK_21","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-27,"Goukamma","Goukamma MPA",-34.0948833333333,22.9821833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","27","02","2015"
"16-03_AMA_76","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-25,"Christmas Rock","Amathole MPA_Gxulu",-33.1890734005719,27.6688016764819,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","03","2016"
"17-04_NSC-N_040","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-11-04,"Aliwal Shoal","Aliwal Shaol MPA_controlled zone",-30.28121,30.80034,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2017"
"16-03_AMA_93","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1970693171024,27.6711921952664,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"15-04_AB_15","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-34.00874,25.86182,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"16-03_AMA_98","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",3,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1926375534385,27.6681479718536,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"17-06_ISI-MANZ_018","Elasmobranchii","Carcharhinidae","Carcharhinus","amblyrhynchos","Carcharhinus amblyrhynchos",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Rabbit Rock","IWP_Maputaland Sanctuary Zone",-27.0469333333333,32.8681833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"16-03_AMA_56","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9244598187506,28.0672995653003,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"15-05_AMA_013","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-24,"Gonubie MPA","Amathole MPA_Gonubie",-32.97006,28.04186,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","05","2015"
"17-04_NSC-S_001","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-04,"Port Edward","Pondoland MPA_controlled zone",-31.22186,30.11129,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","04","2017"
"15-05_AMA_021","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-26,"Christmas Rock MPA","Amathole MPA_Gxulu",-33.16295,27.7384,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","05","2015"
"16-03_AMA_99","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1956426333636,27.6898102462291,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"OSGOOD_A9B","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2016-7",2016-07-29,"Overberg","Not recorded",-34.4272,19.1321,NA,NA,"BRUVS","SASC/Cape Nature","29","07","2016"
"15-05_AMA_023","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-26,"Christmas Rock MPA","Amathole MPA_Gxulu",-33.15713,27.74252,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","05","2015"
"17-04_NSC-S_003","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-04,"Port Edward","Pondoland MPA_controlled zone",-31.207,30.10778,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","04","2017"
"17-04_NSC-S_005","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-04,"Port Edward","Pondoland MPA_controlled zone",-31.20289,30.11891,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","04","2017"
"17-04_NSC-N_003","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-05,"Bluff","Exploited",-29.92566,31.06638,NA,NA,"BRUVS","NRF-SAIAB MARIP","05","04","2017"
"17-04_NSC-S_007","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-04,"Port Edward","Pondoland MPA_controlled zone",-31.18218,30.13003,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","04","2017"
"15-05_AMA_031","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-28,"Gonubie adjacent","Exploited",-32.9156,28.08562,NA,NA,"BRUVS","NRF-SAIAB MARIP","28","05","2015"
"16-03_AMA_71","Elasmobranchii","Gymnuridae","Gymnura","natalensis","Gymnura natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-18,"Christmas Rock adjacent","Exploited",-33.1065333634614,27.7869054581969,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2016"
"16-03_AMA_71","Holocephali","Callorhinchidae","Callorhinchus","capensis","Callorhinchus capensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-18,"Christmas Rock adjacent","Exploited",-33.1065333634614,27.7869054581969,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2016"
